f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,Label
1.102406,1.125913,1.478989,0.573473,1.147059,1.125076,0.879496,1.598447,0.552775,0.90792,0.977226,0.300958,1.409225,0.79203,1.036771,1.55088,0.936755,0.858161,0.869885,0.387782,0.668741,0.771854,0.884189,1.460388,1.25811,0.575567,0.829436,1.470349,0.064209,0.737631,0.25223,1.939552,1.187532,0.616688,0.823899,0.470206,1.736112,-0.191952,0.987352,0.807971,0.377058,0.726921,0.110673,1.54642,0.851529,1.251775,0.621933,1.445064,4.405646,4.872816,4.645344,4.374866,4.839858,6.273427,3.880972,4.335605,0.257848,1.026621,0.941599,1.714193,0.72452,1.268334,-0.095851,0.9083,apt
-0.028801,0.062171,0.374335,0.800079,-0.759179,0.520351,0.189982,0.476575,3.573495,2.700193,3.464937,2.475681,3.09742,2.930867,3.060826,2.594935,0.436598,0.953829,-0.197336,0.32534,0.625143,0.106467,0.852177,0.04664,0.187667,-0.206919,0.296966,0.24136,0.526156,-0.046293,-0.066898,0.448121,0.868736,0.523055,1.071336,0.489888,0.473682,0.545682,0.909677,0.796907,-0.248195,0.600262,0.35941,0.152684,-0.557818,-0.453072,0.07599,-0.419066,0.085309,0.561454,-0.02143,0.277558,-0.241478,0.374445,0.468661,-0.40032,-0.098349,-0.330227,0.469147,0.313803,0.21763,0.182273,0.385276,0.394283,probe
1.948923,1.965919,2.735774,2.681047,3.030914,2.779008,3.031839,2.209482,0.115165,-0.483476,0.294086,-0.725228,0.27674,-0.54105,-0.052588,0.522717,0.222321,-0.620547,-0.182577,-0.55562,-0.642641,0.172948,0.372134,0.318273,0.391182,0.11464,-0.003026,-0.362881,-0.078036,-0.474607,-0.260324,0.160017,0.066987,1.499128,-0.485608,0.063706,-0.520679,-0.054504,-0.036192,0.500196,-0.08235,0.033906,-0.073643,-0.510473,-0.173446,-0.051872,0.153222,0.371526,0.014432,0.006521,-0.654366,0.362881,-0.193154,0.456205,0.712398,0.035438,-0.34049,0.112486,0.276916,-0.021984,-0.133817,0.373589,0.34391,-0.03583,dos
0.111288,0.591301,1.004868,0.331872,0.180019,0.951738,1.010975,0.790764,0.390546,0.316641,0.450831,0.573376,-0.176442,0.157583,1.162892,0.693343,1.152141,1.057054,0.459396,0.466192,1.034953,0.941392,1.044337,0.593912,0.664161,0.484998,0.575939,0.29146,0.566346,0.527996,0.393567,0.956017,3.215393,4.001847,3.435239,3.468467,3.507036,4.061877,2.834064,3.925915,0.620454,0.163427,0.681995,0.054037,0.580306,0.037055,1.522651,0.987633,0.71091,0.170169,0.476012,0.494614,0.708855,0.779348,0.701194,0.754038,0.523567,0.754108,0.31293,0.121426,1.431546,0.787203,1.412739,0.476366,malware
0.777164,1.207525,0.753306,0.666164,0.526291,0.276287,0.590448,0.111045,-0.121153,0.210498,0.941172,-0.194583,-0.187432,0.626089,0.173215,0.578473,3.755436,3.51769,3.025489,3.88732,3.643955,3.322073,3.300288,3.478297,0.219607,-0.374042,0.697571,0.670834,-0.67548,0.589804,1.150418,-0.147437,0.327019,0.278108,1.107185,0.864426,-0.035287,0.513953,1.396202,0.078881,0.354981,0.591078,0.085475,1.153441,0.147299,-0.265066,0.123758,0.653859,0.000822,0.49599,0.613148,-0.18402,0.106334,0.517037,0.676085,0.117547,0.428298,0.232229,0.687533,0.593736,0.191933,0.5753,0.174331,0.565813,r2l
2.17254,3.674413,3.249546,2.540714,2.306669,2.997166,2.644783,2.918498,0.454533,-0.134899,-0.382249,0.293618,-0.120025,0.185743,-0.484497,0.006518,0.441728,0.39267,-0.234761,-0.405719,0.127094,0.372465,0.302329,-0.110472,0.254021,0.79606,0.212315,-0.614917,0.21144,1.039781,-0.459326,0.133376,0.018149,0.163147,0.207413,0.632987,0.158152,0.694767,0.067055,-0.037562,-0.181132,-0.697689,0.244102,1.0443,0.326206,0.429036,-0.065864,0.01005,0.563089,1.023912,0.789577,0.48236,0.135818,0.214374,-0.219078,-0.531675,-0.387059,0.14241,-0.011397,-0.541249,0.103204,-0.023294,-0.407782,-0.046581,dos
-0.342448,0.109256,-0.42707,0.087565,0.392351,0.705185,-0.593353,0.607748,-0.077688,-0.187286,0.390369,0.642216,0.314795,-0.131909,0.314559,0.03367,3.581815,3.793911,3.765158,3.301113,3.815197,2.850559,4.11229,2.848038,-0.553554,0.974446,0.04044,0.412532,-0.103864,1.423622,1.179818,1.055949,0.399761,0.801315,0.336127,0.864991,0.175226,1.073117,0.152607,0.203719,0.150062,0.446604,0.185312,0.579265,0.143556,0.715855,1.043265,0.394896,1.358248,0.867388,1.322206,0.33246,-0.387657,0.042238,0.088138,-0.068861,-0.628157,0.821091,-0.477009,0.777996,1.343497,0.00975,0.534407,0.180615,r2l
0.344504,0.412548,1.265243,0.915548,0.84692,1.036289,0.363447,1.003562,1.032067,0.379347,1.108513,0.946059,0.958046,1.589807,0.895062,0.424465,0.898637,0.845973,0.341069,-0.070788,0.810683,1.264401,1.26864,0.967132,1.54652,0.918527,0.75126,0.931834,0.510137,0.269724,0.399576,0.624285,1.229776,0.188823,0.401667,1.202382,0.679423,0.750301,0.671348,1.709674,1.092133,0.95338,0.928853,1.024264,1.671695,0.671731,0.915921,0.853109,4.796537,5.157193,4.125286,4.593904,4.469297,3.763273,4.826571,5.093533,1.208868,0.555557,0.229466,1.128493,0.354256,0.399089,0.9342,1.171127,apt
0.455653,0.307603,0.104126,-0.676959,0.033807,-0.102655,0.351273,0.518868,3.186085,3.608367,2.784259,2.765601,3.507045,3.114797,2.928851,3.870935,0.499979,0.154255,-0.068675,0.836931,0.333149,0.251033,0.544324,0.63604,0.487441,0.637789,0.443118,0.489701,-0.089237,1.054659,-0.315154,0.37922,-0.361545,0.195842,-0.017082,0.30109,0.393791,-0.19035,0.226763,0.867153,-0.350519,-0.144324,0.62734,0.2749,0.30802,0.700036,-0.117331,0.006299,-0.049189,0.083309,0.842785,-0.525486,-0.297398,-0.374557,0.870762,-0.03648,0.092997,-0.486585,0.121926,0.629935,0.353831,0.191461,-0.464198,0.092422,probe
0.790276,0.953888,0.803886,0.119232,0.967375,0.311663,0.61576,0.539783,0.994843,0.65688,-0.143772,1.421246,0.85572,0.232278,-0.031785,0.907171,0.02142,0.840323,0.961087,0.187605,0.147456,0.268402,0.035004,0.583306,3.747526,3.907371,3.205004,3.957982,3.135546,3.957727,2.911003,4.285483,0.245318,0.74959,0.785308,-0.09129,0.85581,0.232163,0.342267,0.1784,1.206207,-0.046489,0.67363,0.199352,0.970982,1.52461,0.196345,0.543026,0.306659,0.947132,0.368084,0.887485,0.301021,1.489682,-0.506186,0.64959,0.475256,0.458969,0.608427,0.506295,0.578567,0.663645,1.267041,-0.764511,u2r
0.774174,-0.311333,0.948405,1.618842,1.242586,0.61161,0.866939,0.589873,0.97758,0.61032,1.487716,0.894148,0.955921,0.467289,0.652025,0.319999,1.477713,0.609021,0.911868,0.142964,0.285638,0.727344,0.6999,0.950132,1.745001,-0.067772,1.280305,1.064189,0.561848,0.64486,1.344032,0.81197,0.69512,0.368107,0.463765,0.292658,1.238026,0.487115,0.302679,0.918607,0.472698,1.536031,0.858495,0.932278,0.933515,1.096915,1.159683,0.853187,3.93283,4.320856,4.416699,3.655534,3.44286,3.844286,3.512073,4.171091,0.492202,0.879896,1.159154,0.970207,1.035501,1.265675,0.693247,-0.333065,apt
0.314965,0.911614,0.311963,0.515686,0.533823,0.509661,0.531775,0.576263,0.513616,0.07703,-0.217519,0.929158,0.9497,0.631863,0.628105,0.068165,-0.617363,0.36809,-0.373808,0.56298,1.066908,0.202738,0.228587,0.027378,3.599913,3.565046,3.121391,3.990659,4.796066,4.115436,3.530228,3.524856,0.248898,0.239622,0.91117,0.930768,-0.046288,0.644842,0.980006,0.322418,0.38481,0.793192,0.805988,0.673076,0.594403,0.654864,0.355027,-0.022972,-0.220477,0.748003,0.528689,0.684984,0.107004,0.526164,0.515388,1.055553,0.86329,0.147018,0.707049,0.143899,-0.695841,1.256678,0.311282,0.947758,u2r
0.482644,0.732353,0.732603,0.360366,0.845873,1.250801,0.122259,0.382003,0.552683,0.914936,0.614902,0.542776,-0.097216,0.090124,0.686705,0.368772,0.446057,0.572157,1.653757,0.376134,1.224128,1.191225,0.961692,0.218651,0.661731,0.424279,1.506487,0.784794,0.504068,1.403214,0.441373,0.848224,4.166086,4.006321,3.802117,4.226885,3.566523,4.351163,3.723364,4.452008,1.070828,0.847193,0.55941,1.096203,0.856993,-0.847439,0.232029,0.675933,0.725877,0.918221,1.296981,0.863994,-0.337955,0.688941,1.147112,0.650215,0.691552,0.377588,1.02715,0.441071,0.866785,0.792845,0.624399,0.817842,malware
-0.439349,0.523074,-0.078698,0.145365,0.174189,0.140665,0.110793,0.04004,2.782859,3.633898,3.051272,2.983323,2.749906,2.856425,2.751473,3.384405,-0.09912,-0.770811,0.266239,0.114274,-0.023605,0.6502,-0.990084,0.94931,0.714605,-0.042624,0.037147,0.466974,0.479047,-0.045247,-0.48755,1.191162,0.670256,0.310584,0.319099,0.519593,0.573478,-0.698865,0.082108,0.035327,0.167354,0.586857,-0.565536,-0.367114,-0.066785,0.309455,0.614457,0.974096,0.111141,0.613716,0.559573,0.483751,0.229074,0.060211,-0.23943,-0.269217,0.396187,0.21551,0.053022,0.539164,0.14978,-0.170931,0.120076,0.609283,probe
0.42821,0.234571,0.441434,-0.38352,0.654622,0.225566,0.457701,-0.481533,-0.19923,0.184431,0.978975,0.597272,0.418444,-0.055939,-0.137819,0.484495,3.62531,3.404038,4.079301,3.002892,3.390716,2.548071,3.40497,3.971218,-0.108679,0.738959,1.008468,0.049629,0.570123,1.070834,0.463714,0.714022,-0.438277,0.628711,0.592757,-0.236795,-0.073948,0.631801,0.22378,0.860372,0.499827,0.385405,0.283298,0.491707,0.72132,0.600233,0.169646,0.917747,0.655962,0.533355,0.401264,0.585022,-0.464256,0.468589,1.098082,0.458994,0.397565,0.091852,0.581727,0.272217,0.949185,-0.028629,0.156463,0.089605,r2l
2.765488,2.584672,3.125182,2.412608,3.258243,3.257279,3.335776,2.93948,-0.098923,0.169134,0.291031,-0.132064,0.719902,0.381038,-0.2815,0.967293,0.163825,-0.372346,-0.253614,0.789503,0.941243,0.574268,0.713689,0.667477,0.370612,0.268069,0.362938,0.451207,-0.213719,0.449381,0.776378,0.027132,-0.020962,0.334446,-0.172346,-0.472568,0.636474,-0.082928,0.128302,-0.154556,0.69454,0.503929,0.011667,-0.410954,-0.036118,0.376569,0.204886,0.169094,0.215264,0.461458,0.101163,0.322506,-0.324114,1.269233,-0.007737,0.211617,0.374909,-0.064856,0.123521,0.118054,-0.291317,0.317365,-0.62215,0.908719,dos
2.131127,2.610426,2.209257,3.004285,2.584858,2.487797,2.428776,2.888405,0.139174,0.210881,0.201058,0.087512,-0.344909,-0.208671,-0.057604,1.049338,-0.486976,-0.068539,0.16422,-0.0165,0.603286,-0.018824,0.014456,0.486583,0.93482,0.753374,0.058506,0.097719,0.141024,0.18615,-0.261307,0.541467,0.212974,0.099815,-0.452015,0.148029,-0.731946,-0.141742,-0.133394,0.249148,0.965933,0.377358,0.771781,0.410345,0.626274,0.955707,-0.209327,-0.238697,0.420965,0.118345,0.219159,0.0081,-0.148316,0.849344,-0.374938,0.428877,0.355903,-0.590556,-0.253851,-0.178211,0.374063,-0.045166,0.081485,-0.535941,dos
0.602811,0.141602,-0.148926,0.481842,-0.086858,0.03313,-0.121779,0.412998,-0.026246,0.037371,0.300946,0.146285,-0.013587,0.277598,0.634621,0.079353,0.02919,0.042657,0.327607,-0.149799,-0.069579,-0.384361,-0.295967,-0.12945,-0.013984,0.442271,0.133998,-0.22802,-0.181995,0.343687,0.281653,0.007037,-0.110632,0.281233,-0.248332,0.098008,0.568165,0.051339,-0.193902,0.102592,-0.117502,-0.348529,0.175259,0.279459,-0.077727,-0.094309,-0.240391,-0.037484,-0.140592,-0.252758,0.473042,0.116623,0.143099,0.22085,0.192759,-0.103277,0.068138,-0.067258,0.109616,0.085423,-0.095665,-0.332325,0.036559,-0.051067,normal
0.727004,0.09865,0.443921,-0.189313,0.838198,0.653359,0.368878,0.435928,-0.267109,-0.247002,0.305104,0.591181,0.61397,0.19668,0.69542,0.999356,3.2701,3.449349,3.216466,3.253162,3.386304,4.076469,3.721874,3.681333,0.155816,-0.044179,0.535291,0.919685,1.135532,-0.743687,1.460875,0.547644,0.769019,-0.422975,0.253392,0.730282,-0.168636,-0.93974,0.510977,0.337598,1.008602,0.288037,0.320977,0.673955,0.825084,0.041063,0.785024,0.12522,0.367435,0.661846,0.740311,0.503242,-0.12625,-0.481615,0.27542,0.797078,0.562364,0.468915,0.356838,0.499096,-0.087341,0.711091,0.740838,0.200131,r2l
1.227353,1.326208,1.00653,1.609261,0.861296,0.397637,0.741683,1.385428,0.437954,-0.168863,1.046883,0.640251,1.851652,0.959916,1.396727,0.619271,1.107261,1.007184,1.46075,0.926108,0.604361,1.30738,0.518607,0.472196,0.820176,0.693243,0.847524,0.539427,1.343992,1.337479,1.213789,1.169335,0.008379,0.892335,1.226013,1.443311,0.748249,1.42658,0.978312,-0.322342,0.795353,0.461934,0.564543,1.313416,0.97386,0.606715,0.535519,1.037122,4.307038,4.703465,4.018154,4.218743,3.886197,4.140922,5.37,4.058596,0.626954,0.469167,0.757535,0.807426,1.388241,0.657441,0.891391,-0.00334,apt
0.026303,0.314138,-0.323228,-0.04242,0.407304,0.918394,0.758148,0.537386,3.075865,3.006146,2.38858,2.664022,2.678715,3.298642,3.465226,3.371458,0.7722,0.272516,-0.202319,0.21753,-0.086177,0.536037,0.078411,0.195661,0.55213,-0.093492,0.673789,-0.366418,0.377948,0.199095,0.612304,-0.378468,-0.448856,0.57752,0.064085,0.199139,-0.056887,0.650765,0.374647,0.348299,-0.286329,0.465677,-0.206496,-0.056349,-0.374406,0.169556,0.719013,0.342013,0.041181,0.289116,0.286626,0.269731,0.3198,-0.227997,0.287942,-0.549862,0.499031,-0.256237,0.769919,-0.860356,0.993491,-0.497649,-0.299971,0.374576,probe
-0.134271,0.38436,0.565793,0.11533,0.464323,-0.252687,0.53767,1.010452,-0.19691,-0.224079,0.895464,-0.232037,0.73827,0.384907,0.17198,1.019936,3.727667,3.435872,2.3413,3.630514,2.828113,3.210378,3.3133,4.163775,0.246041,-0.280247,1.02134,0.686579,0.703339,1.029788,1.135444,-0.04128,-0.265945,0.739111,0.24189,0.2827,-0.144751,0.622753,0.540959,0.290026,-0.264754,0.904118,0.475067,0.86303,-0.586356,0.38557,0.037396,0.376266,0.784445,0.526476,0.368155,0.365751,-0.341894,-0.047956,0.864579,0.132508,0.873189,0.731867,0.755642,0.509811,0.163796,0.291982,0.648174,-0.596526,r2l
-0.41071,-0.030666,0.247578,0.578982,0.557282,1.032497,0.373335,0.270456,1.040271,0.920415,0.383944,0.611413,0.266105,-0.042973,1.468756,0.23615,0.612747,-0.201906,0.811403,-0.062636,1.235081,1.288835,0.734538,0.531697,3.495663,3.558605,3.764156,3.620385,4.021767,3.166766,4.267637,3.389804,0.144354,0.643175,0.671949,-0.301502,0.263501,-0.497422,0.175932,0.195311,0.613857,0.125492,0.232029,1.066749,1.408886,0.065593,0.938666,0.654513,-0.302455,0.123973,-0.882525,0.625605,-0.004556,0.540267,1.636928,1.196912,0.134847,0.026048,1.061842,0.027839,0.926005,1.711139,0.783938,1.012806,u2r
0.537711,0.529736,0.13621,0.515659,0.188871,1.068191,0.433658,0.973891,-0.28171,0.625245,0.748235,0.417952,0.237516,0.410752,0.814109,-0.06474,0.79522,0.623265,0.362643,0.381872,0.507837,1.226379,0.636601,0.055789,3.384116,3.06494,2.729595,3.057038,3.634034,4.153281,4.028098,3.060133,0.121057,0.057592,-0.681724,0.404562,0.841465,0.366424,-0.090517,0.099683,0.332019,0.826599,0.397732,0.765709,0.443396,0.586555,0.056924,0.17137,-0.085114,0.750745,0.348967,-1.138934,0.696519,0.918364,0.11473,0.696128,0.385623,-0.473019,1.358835,0.388326,0.570637,0.198934,0.347011,0.552748,u2r
0.238326,-0.112808,-0.12865,-0.169377,-0.515132,0.321773,-0.160408,-0.20036,-0.294993,-0.05109,0.440873,0.523445,-0.415217,-0.088612,-0.258589,0.247084,0.071648,-0.159142,0.018143,-0.119355,0.403562,0.13674,0.167456,-0.666729,-0.016697,0.520803,0.331532,-0.461772,-0.078356,-0.30038,0.427775,0.06107,-0.191949,0.008539,-0.651841,-0.27124,0.009111,0.211419,-0.485329,-0.095289,0.252421,-0.362863,0.057296,0.016494,0.428595,-0.057534,-0.0429,0.21374,-0.331587,-0.055221,-0.113931,-0.034728,0.212102,0.13854,-0.187171,0.034175,0.37261,-0.207841,0.036292,-0.04829,-0.015751,-0.407664,0.352691,-0.193588,normal
0.235807,0.633524,0.112325,0.622104,1.140281,0.279654,-0.111466,0.293969,-0.160197,1.080401,0.518183,0.152196,0.228065,-0.051951,0.935013,1.306738,-0.192342,0.949467,0.369367,1.050371,-0.345223,0.581428,0.296445,0.77659,3.607514,3.590015,3.532306,4.283034,3.501262,3.968927,3.862831,3.979964,0.023362,0.798228,0.631591,-0.055255,0.384422,1.512426,0.303687,0.314558,0.68282,0.236608,0.543204,0.277991,0.661074,0.452151,1.358397,0.500703,0.379825,0.943246,-0.145988,1.241275,0.035184,1.016601,1.135474,0.243387,0.286629,0.43087,0.759696,0.030874,0.430848,0.338959,-0.038091,0.009748,u2r
3.81666,2.802038,2.99455,2.526719,2.476318,3.630708,1.907475,2.895391,-0.425177,-0.062251,-0.167143,-0.32369,0.135949,-1.035613,-0.02197,0.07937,-0.491674,0.800948,-0.147506,0.013132,-0.146499,0.083295,0.708665,1.232857,0.455538,0.609597,0.892392,0.231992,0.826613,0.476581,0.184794,0.277653,-0.699638,0.251454,-0.574686,-0.611371,0.206795,-0.381335,0.116799,0.182296,0.202372,-0.286855,0.524407,0.079844,0.318484,-0.418398,0.039753,0.613783,0.55658,-0.238782,-0.125501,-0.324909,-0.175386,-0.50958,0.057821,0.404912,-0.233274,0.079227,0.020776,0.594803,-0.155216,-0.138847,-0.26071,-0.391879,dos
0.015104,0.325151,1.337136,0.461037,0.806476,0.868238,0.21666,0.989495,1.527501,0.831561,0.71882,0.318724,0.716752,1.083569,0.837133,0.64213,1.292654,0.722292,0.647471,0.903544,1.428147,0.770457,0.441508,1.085618,0.69071,1.089678,-0.081919,0.856569,0.728122,0.408185,0.294172,0.713975,0.358756,-0.494626,0.311119,0.291631,0.853167,0.305032,0.8397,0.411085,1.192126,1.008593,0.704947,0.904769,1.098639,0.867516,0.903529,-0.108295,4.156739,4.039641,4.862876,4.214313,4.086369,4.65141,3.706454,4.351219,-0.049373,0.515877,0.631681,1.49568,0.77299,0.43928,0.779934,1.488285,apt
-0.05727,-0.376217,1.313609,0.750701,-0.364118,-0.129912,0.728078,0.088516,0.153233,1.36489,1.446687,0.546043,0.412278,0.886105,0.227277,-0.523736,-0.762688,0.446881,0.876845,0.4872,0.844482,0.889425,1.103718,0.563819,3.704144,3.56344,3.463719,2.872587,4.107393,3.407308,3.381528,3.336272,-0.123175,0.441506,0.712391,0.162621,0.94692,0.314215,-0.209694,1.098164,0.569308,0.868477,0.879087,0.054251,0.245139,0.945429,1.305848,0.508479,0.197765,1.237051,0.198018,0.628037,0.287498,0.601083,0.054547,0.311403,0.197716,0.778007,0.553447,0.87609,0.108408,0.386197,0.761264,0.866415,u2r
1.089852,1.126201,0.409791,0.482213,1.099769,0.903207,0.759522,1.047774,1.295601,0.82248,0.584005,0.892758,0.477879,0.904228,0.840862,0.472864,0.657855,0.694098,1.169933,0.446196,0.475752,0.671878,1.09378,1.167293,0.957845,1.161677,1.363007,0.910878,0.479265,0.805163,0.227236,1.017625,0.618751,0.890433,0.801781,0.667645,0.941426,0.783834,0.556283,0.345938,1.000181,0.29713,1.647666,1.419219,0.124575,1.122379,1.352243,0.576254,4.547999,4.33367,4.696832,4.189135,4.846283,4.325469,4.247314,4.681812,1.245321,-0.211343,-0.466827,0.993753,0.542098,0.245542,0.671716,2.150003,apt
0.09455,0.55929,0.647735,0.584263,0.684723,1.05165,0.415433,0.734647,3.262237,2.184984,2.970466,2.64953,3.144145,2.684045,3.312556,3.481463,0.781607,0.968668,-0.514211,-0.29955,1.557517,0.694286,0.341002,0.254417,0.214413,-0.630186,-0.107548,0.189669,-0.082137,-0.023311,1.391429,0.126756,0.365154,0.349141,0.505257,0.025223,0.801142,0.439603,-0.339224,0.191623,0.162533,0.141826,0.469184,0.525626,0.472494,0.392512,0.278537,-0.728043,0.590052,0.459759,-0.203143,0.366262,0.531572,0.767061,0.469636,0.384721,0.666048,0.102057,0.425401,-0.039501,0.739634,-0.48437,0.607532,0.247969,probe
0.688761,0.952937,0.706044,0.428082,0.327082,0.684875,0.394362,0.501252,0.709357,0.54235,0.618868,0.124085,1.087368,-0.018003,0.677639,0.261372,0.967056,0.877683,0.479078,1.179624,0.39567,0.876761,0.153196,0.662238,3.160393,3.588762,3.556865,3.975351,3.278163,4.963008,2.958061,3.684827,0.609506,0.722142,0.248073,0.588797,0.225998,1.322913,0.194202,0.413391,0.1815,0.119881,-0.150489,0.78243,0.177232,0.121282,0.046574,0.616973,0.489754,0.491816,0.137388,0.675855,0.181943,0.511582,0.41712,-0.279818,1.392953,0.738654,0.561093,0.632116,1.403549,0.99159,0.636944,0.161261,u2r
3.083613,2.705407,1.935091,3.073625,2.515665,3.014769,2.67154,2.877118,-0.228748,0.508975,-0.414771,1.130506,1.127077,0.854715,0.693966,0.081953,0.644946,0.076721,-0.579083,0.796441,0.627971,0.105897,-0.431333,-0.14379,-0.699516,0.545286,-0.601489,0.249074,-0.259662,-0.522017,0.22726,-0.03021,0.497185,-0.450422,-0.220792,-0.954439,-0.862956,0.929187,1.057619,0.161727,-0.250723,-0.014302,0.513108,-0.111475,0.226935,0.11426,-0.135966,-0.116787,0.251994,-0.3196,0.323278,-0.092211,0.177315,0.742783,0.044314,0.533912,-0.686415,-0.091663,0.13246,0.985499,-0.761978,0.076706,0.77551,-0.233259,dos
0.730615,0.382132,-0.170608,0.57924,0.316421,0.816188,0.367519,-0.1878,-0.022679,0.407852,0.648945,0.076251,0.258682,0.956613,1.09934,0.724612,0.471733,0.320364,0.842651,0.457634,1.014057,1.037708,0.784535,0.376071,0.410827,-0.139666,0.576305,0.562339,-0.019887,1.663869,0.850311,0.221799,4.774386,3.626778,4.223653,3.889435,3.642209,3.698376,4.496493,4.244304,0.544918,-0.322646,0.736993,0.039086,0.842367,0.278676,0.325757,0.312862,1.059232,-0.19482,0.931993,0.754035,0.567314,0.398378,0.818917,0.40199,0.397918,0.628689,1.37389,-0.080792,0.825317,0.535631,0.500732,-0.087137,malware
1.128299,0.067323,1.028862,0.59414,-0.396052,-0.045726,0.873719,-0.130777,0.321649,0.563389,0.801609,0.683107,1.305851,0.232888,0.644372,0.803679,0.920595,1.073072,0.404669,0.893167,0.183366,0.565036,0.825561,1.038926,0.856601,0.640747,0.564232,0.846957,1.585147,0.984566,0.771697,-0.016037,3.469985,3.704166,4.259509,3.428457,4.139103,3.903865,4.009719,3.752821,0.331517,0.161807,0.875217,0.565475,0.115242,0.700476,2.140484,0.509337,1.344347,-0.563377,0.478288,1.029654,0.607,0.310816,0.588108,1.043299,1.56455,1.079478,0.372874,0.495207,0.498554,0.209738,0.530221,0.476788,malware
0.334543,0.566817,0.423138,1.128575,0.412423,0.144436,0.356596,0.623466,0.904607,1.25814,0.95112,0.982707,1.05232,1.087806,1.185025,1.847288,1.08039,0.848929,0.510654,0.859474,1.239245,0.171779,1.286363,0.527966,0.615633,0.954804,0.482982,0.926466,0.201527,1.114182,0.808188,0.718347,0.843614,0.710933,0.918701,0.62673,0.589115,-0.075584,1.334191,0.196641,4.846955,4.01095,4.667885,4.589002,4.553003,4.140896,3.582406,4.038089,0.578484,0.674024,0.167537,0.591171,-0.595196,0.584863,0.776609,0.368139,0.598434,0.793158,1.175764,1.194584,0.857423,0.706775,0.879829,1.529979,phishing
0.310774,1.591344,1.250468,0.775333,-0.471172,0.959468,0.074167,0.955583,0.034799,0.579973,0.071873,0.196524,0.639988,-0.233504,1.427588,-0.10225,2.822582,3.59131,3.891374,3.164334,2.827839,2.894929,2.846491,3.448681,0.328506,0.551625,0.524191,0.730941,0.175525,0.027808,0.430332,0.335254,0.473828,0.039729,0.648998,-0.170268,0.161827,0.868069,-0.149092,0.832609,-0.274095,-0.353352,-0.312238,0.412563,0.688318,0.941667,0.905792,0.748214,-0.014303,-0.018227,0.714507,0.999589,-0.104013,0.9423,-0.504152,0.535466,0.313287,0.268115,0.374072,-0.024179,0.560735,0.387301,0.78089,1.075676,r2l
-0.653875,1.181882,0.209989,0.473613,-0.191347,-0.212105,0.039175,0.649304,0.127556,0.208894,0.02497,0.884605,0.750839,0.142133,0.667852,0.249643,3.158103,3.28763,3.599455,2.90851,3.536078,4.434019,3.392405,3.326073,0.322125,0.575195,-0.364682,1.125488,0.801534,0.069968,0.374196,0.109193,0.494656,0.387608,0.462885,-0.102745,0.143305,0.875726,0.119794,-0.829573,0.292216,1.445171,0.741995,0.097134,0.337229,0.665937,-0.430313,-0.025227,0.539256,1.077519,0.162305,1.065158,0.020554,-1.163481,0.694715,0.60318,0.691283,0.673697,0.446288,0.243533,0.26069,0.152819,0.179824,-0.454966,r2l
2.641567,2.611494,2.838406,2.910599,3.548738,2.768326,2.251512,3.289213,0.688361,0.224599,0.009123,0.400146,0.025014,-0.805069,0.373563,0.521513,0.768489,-0.208841,0.221774,0.23151,0.158422,0.171685,0.136711,0.215287,0.453306,0.669129,-0.22035,0.042464,-0.070174,-0.134553,-0.607214,0.1309,0.335694,0.050205,0.115969,0.308297,0.755004,-0.068894,-0.407225,0.079302,0.967603,-0.402405,0.412561,0.641061,-0.94449,0.3046,0.391535,-0.000301,-0.170897,-0.145798,-0.027856,-0.015943,-0.10085,-0.035014,0.655856,-0.426493,-0.667076,0.663053,0.033592,-0.054705,0.069952,0.214175,-0.115823,0.347669,dos
2.358499,2.293269,3.245674,2.590662,2.877853,3.668635,2.765291,3.087812,0.354189,-0.144698,0.596623,-0.262365,0.722946,-0.144353,-0.095085,-0.36982,-0.295917,-0.072044,-0.974107,0.015,-0.108588,0.475505,0.310341,-0.198437,-0.086348,0.014422,0.78868,-0.250037,-0.203892,-0.387863,-0.546918,0.258152,0.211306,0.697243,0.588634,1.198703,0.086757,0.002762,-0.465102,0.43346,0.17334,0.41307,-0.392606,0.278222,0.21234,0.182566,-0.18747,0.655196,1.042638,-0.379655,0.4442,-1.175033,0.420874,-0.72157,-0.116235,-0.470861,0.022975,0.497457,-0.715791,-0.041766,-0.111016,0.831472,0.314292,-0.409748,dos
0.166054,0.478699,0.598237,0.310195,0.552223,0.793309,0.92591,1.268257,0.679077,0.553836,0.109284,0.845279,0.485315,0.595326,0.434681,0.447418,1.012433,0.6639,1.392451,0.186458,1.252314,0.467733,0.664781,0.912158,1.151627,1.169361,1.160627,0.596194,1.505585,0.966623,-0.634281,0.716613,0.530282,0.560867,0.988328,0.840046,0.397648,1.378361,0.123704,0.093311,3.613269,4.301931,4.267327,3.736447,3.834167,4.100159,3.621176,4.461391,1.406825,0.622117,0.858037,0.750874,1.31743,1.575485,0.541162,0.716653,1.088306,0.857356,0.29185,-0.111934,0.433384,0.849709,0.524843,0.227539,phishing
